"","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets","Assets"
"172",435112754.261533,438528046.344382,131748817.748986,145006006.814278,261424984.225309,303313020.590237,382769438.179152,384336667.045429,802054773.086661,919520574.92248,460619310.488865,906016315.332732,301226932.422914,309343084.500352,409128295.737392,418559262.292389,253424119.414655,274113463.77117,555520109.872261,1008198516.15752,623833934.808469,711178517.243679,529665727.105078,536394069.771933,464751733.427488,1158966087.54413,229921138.48497,235127571.368663,381843454.497518,383948290.703537,485548362.893604,562174247.465133,422760828.281927,461320917.298981,549279538.227303,641573507.961241,127429500.652866,178519953.555519,2428214.88571078,4381664.31733815,41196698.725279,43849569.3331197,435112754.261533,438528046.344382,4313415571.09275,4385315310.57315,37808000097.3249,43853186977.9294
"173",458443049.131814,462051894.97058,138329914.782982,152270032.860423,273600030.823804,317535342.097987,402571421.353117,404225765.292073,845002853.94833,969362990.237646,479631783.53476,946714730.599121,316360232.38497,324888986.450833,431761454.847989,441760055.360696,267958964.320496,289846047.068913,591729020.399081,1077793861.14273,649390453.380401,741803088.075548,555972783.259883,563077084.100567,486316126.770444,1216189970.92497,241587514.316237,247065949.900765,402474196.033767,404701871.236925,509289856.360652,589955610.375366,442684904.800463,483097131.128632,584729567.405536,683006436.536444,134910188.523185,189199492.440085,2553756.48615595,4616613.78227669,43401619.3572241,46201686.0363566,458443049.131814,462051894.97058,4544269570.81811,4620556731.82781,39796085034.5874,46205603905.1259
"174",465528089.701687,469204338.611162,138436857.96669,152416229.310999,267925317.176341,311216815.397597,406963098.342118,408640548.185858,846914319.933534,972284383.738962,480666775.851648,954175758.914261,322565915.745791,331304250.849373,436894545.520185,447041845.250456,265148669.599615,286834724.066531,614350034.479322,1123720905.75932,674941387.036502,772493362.070983,570137846.372284,577472796.669746,490635090.577586,1231358309.32759,245540507.372679,251116713.297447,408558447.255388,410832116.585559,502597155.145679,582268268.744784,443169218.445412,483726513.271628,591099898.235775,690499991.199731,131329137.688074,184404213.58561,2589157.17486957,4688063.9587917,44068436.5369742,46916874.6511974,465528089.701687,469204338.611162,4613989089.10224,4692081887.14266,40365001407.9748,46920856234.9803
"175",439649345.741548,443130386.568974,127250481.541716,140126437.50235,239281171.992542,278118074.284271,385112528.908053,386805387.743421,799585978.716285,922776557.796108,442820268.312094,882289897.398161,299502524.433505,308170681.794913,407765307.801054,418180125.359629,245021359.127442,266353961.557036,570636365.751194,1048454435.04867,680844870.994263,782110523.263637,550802472.075791,557951375.606224,431993920.03772,1110386512.26159,226736883.394983,232092116.249919,388317735.103097,390485520.542909,464714223.039517,542545756.591764,416517931.827711,456609708.75781,554169433.807952,652711056.589444,121588902.935225,170883565.243986,2440865.07943533,4427712.79394167,41614274.9785254,44309809.9842489,439649345.741548,443130386.568974,4357227684.03335,4431338634.89452,38095090688.2483,44313420315.6926
"176",471620746.428718,475363454.397262,136307897.332763,150133058.030193,257170810.572284,299115898.852846,413786722.321646,415599190.726601,878389277.9939,1013306393.51158,462750012.630043,925236414.538377,313278971.750874,322329652.957212,438470704.052222,449615192.459168,259404716.391432,281936615.416717,595258104.248898,1097480008.53153,724148746.543355,834785050.75049,585902017.949535,593564664.424826,449666810.148488,1159656840.78315,235032086.136533,240593660.499488,417467413.346172,419801842.963725,513217746.758534,598798693.412943,452264426.478055,495744069.84685,609949933.845065,717894697.71865,136488074.100734,192084229.47939,2614634.20431767,4749683.24183971,44636416.7629245,47532777.0932404,471620746.428718,475363454.397262,4673806625.64368,4753672887.75745,40838856810.1972,47536766259.5102
"177",432023132.713559,435463791.767332,123992168.508702,136612572.423178,238472902.748454,277553064.861429,377603818.136839,379262596.427113,820980643.014554,947255592.444676,428655562.20396,862353887.39669,282972242.567833,291173663.370142,404263902.0914,414547586.757552,238147605.511007,258870627.034622,523509278.42863,967801388.407374,658428822.640458,760432255.466834,534153293.694384,541188933.705667,416350837.207943,1080954537.28615,211469401.812681,216480226.226748,381945994.360622,384100866.67169,486857618.298499,568177637.986146,415423714.216205,455515263.749182,578445412.824225,680969775.414197,131448521.744725,185122867.457505,2390378.18052536,4351170.93506103,40884373.6498988,43543246.6254593,432023132.713559,435463791.767332,4280880249.36641,4354671650.96909,37363869264.897,43546749344.4534
"178",454952854.794055,458587461.819668,132787521.352856,146348571.223388,253179804.509933,294884928.595044,397807522.466691,399559551.135605,861971785.460764,994646134.535118,442767849.469363,895757333.253071,298416004.572776,307076563.50163,420035518.001841,430725400.950282,247428333.006236,268983277.792831,559288718.632122,1036548079.17028,682829799.185286,791094340.696729,558476536.212395,565856865.768606,432640500.610134,1128376371.93581,221964273.015304,227236396.069397,402638566.547362,404919436.418526,516822082.070756,603238036.580744,438877383.743688,481311438.244714,612486755.442773,721309592.281708,132907760.594106,187329274.776966,2512641.70893499,4582130.23839005,43050386.0821696,45855353.9225128,454952854.794055,458587461.819668,4507587667.85583,4585910943.16278,39301934917.7952,45859144890.8901
"179",463486952.455561,467200600.971079,135610428.657679,149490328.189111,253491100.511435,295476234.990901,407033627.491072,408827686.825575,875239707.667834,1010026693.81329,442241952.096509,901893279.331751,304328589.974243,313179984.056623,429774089.35273,440725002.932525,250691467.792597,272540694.859769,566096862.784268,1052777539.6072,682962516.79087,792760264.841581,569718901.97975,577296461.231631,428707830.537671,1123349069.7099,225904570.173084,231309305.661299,412053760.054986,414403093.140891,526372906.421876,614459717.722061,442983993.624028,485959269.212069,622317722.700205,732987809.592586,135074798.752103,190560376.052469,2555092.58703172,4668170.65234936,43853877.9801366,46716580.3002474,463486952.455561,467200600.971079,4591693877.56883,4672043161.76231,39998675044.1818,46720467854.2772
"180",450849067.529755,454472136.657051,131733495.413094,145248266.08154,243864419.380948,284407972.563276,396496390.558078,398246089.703924,847967968.582617,978986567.341892,430527537.894271,882723065.970397,296028592.834676,304652505.732837,418601352.945817,429282161.622544,240042299.649913,260973785.155778,552503403.518322,1031747347.16524,660537129.445804,768167597.274936,557854114.872521,565333452.08266,414585154.387517,1092031659.98856,219620435.928308,224885154.287089,401640551.438208,403940944.399408,514561868.065693,600752478.974718,429007212.048511,470709119.125217,605654967.552345,713481015.691224,130773125.243206,184645091.271383,2481242.51301666,4541054.16983874,42653893.6690227,45443891.3635768,450849067.529755,454472136.657051,4466080468.61042,4544756983.70656,38870607031.3337,45447604403.2602
"181",510286160.682572,514395466.026622,154570844.709582,170450556.391751,283726522.541304,331037538.824776,449777285.821545,451763802.064384,946490996.769715,1093106596.42161,484125756.005527,995381964.536696,336119331.829948,345915026.743631,471899003.179902,483947425.668663,270610505.765082,294224161.144473,632782014.849042,1184380006.64558,715797303.748111,833691644.441966,625827890.863178,634309273.643121,461052957.750526,1217353839.81062,248980731.138402,254954201.166233,455421069.726385,458043923.404584,588283721.074873,686881498.196709,492568006.706437,540512462.827356,685641311.522648,807850772.057134,145957255.517088,206276181.16767,2807246.63116822,5139592.4017121,48273293.6032679,51435590.5236301,510286160.682572,514395466.026622,5054552945.27567,5143996942.43859,43966523769.8506,51440010766.684
"182",533556594.192495,537901800.202586,164652837.219913,181613630.803398,310367268.179467,362603919.144914,467128433.472114,469195409.661309,959190640.591858,1109020844.86474,508195886.669085,1061092307.10304,359371528.600652,370021326.887005,485090415.922865,497646413.29345,290112162.980424,315521007.163029,658980036.259355,1237314748.98298,718172601.640189,840028248.791699,642733692.446864,651805406.070787,486706939.401313,1311943121.49045,271885636.245904,278488058.991656,474215945.901561,476957089.392223,619710931.4126,724719398.49118,526303267.021285,578266536.028731,706642967.109786,833704319.88061,155399126.674287,219891537.591231,2930009.65058031,5374311.47166429,50473369.9296067,53785925.9233577,533556594.192495,537901800.202586,5281508653.80991,5379063607.77442,45673818975.0265,53790680626.3656
"183",543139896.509346,547573209.356899,167861646.238589,185188169.567486,314171516.538227,367281484.199487,478402142.008833,480520254.637962,980926973.918382,1134317000.48739,515879796.817839,1082139579.32614,366472470.017663,377441635.620873,503231059.627923,516277571.711927,294841830.134707,320673210.067954,676193318.549265,1272043072.58314,712330623.319022,835515938.585498,652900880.809337,662479695.82743,485928851.831409,1314562104.57376,275483869.937531,282195848.960096,484493940.24246,487299914.918942,645163607.430338,754539613.651667,528303918.407633,580507272.040818,738451607.943633,871251760.185369,157927132.853985,223659160.349268,2978360.0135508,5470898.27788185,51375826.4373321,54752959.987666,543139896.509346,547573209.356899,5375992362.55199,5475778700.22548,46459708153.8458,54757832501.2387
"184",536316540.946346,540704281.721876,166780728.60196,184024414.52968,311251917.285569,364079018.309459,473850825.462271,475950074.865653,979550435.648648,1132984216.27158,499904295.173655,1053047326.66901,361014655.638403,371846332.842187,497374118.151577,510279339.250617,292222122.689145,317831299.670633,668505325.653244,1260897697.07383,679470573.361837,798165713.653392,642302885.547439,651750792.405361,470555032.122351,1276634986.45883,271790117.120042,278432648.60416,480072135.497516,482859250.022995,648346243.349625,758374864.373388,523612663.47457,575445339.237066,735327231.736691,867842477.565223,159550619.836212,226134947.755128,2937011.54187976,5402318.51025405,50726196.0745829,54066174.4239651,536316540.946346,540704281.721876,5308081311.60009,5407088347.40949,45842216462.9446,54070927928.5833
"185",539124876.342729,543544080.325034,166598797.975612,183858341.912247,311829369.085042,364994025.884266,476774059.327222,478887637.120915,979044703.472369,1132464024.57186,500953647.531331,1058618210.12104,362006808.595539,372879722.880797,502717691.067303,515787405.465915,291944885.353392,317539658.574002,672547007.256451,1271740969.96573,670855945.415169,789900968.320462,644652215.434791,654232274.228704,472176836.842831,1283290823.98777,276185722.849087,282939901.412103,482910731.822432,485720696.158386,650884854.951557,761414090.68248,517363728.492267,568730570.77738,742625059.048138,876504470.771165,161011513.288043,228323370.886806,2947788.20491538,5430680.73104513,50987523.6706468,54350118.7875721,539124876.342729,543544080.325034,5335636605.73469,5435486647.12048,46059522223.8914,54354911172.7184
"186",563390092.438669,568027158.557303,173223663.363138,191202895.706137,313203883.598648,366784104.310978,500958637.533492,503196027.133639,1022228369.61898,1183008012.15959,518753402.797106,1101723744.15343,380849527.402972,392300850.704857,529730124.106649,543566550.320048,301191835.659406,327605818.163118,703952687.36916,1334426470.39817,702109998.513345,829456790.942981,675815688.402987,685905016.828665,481813628.617695,1313314267.8448,287409035.602946,294447966.521687,506648163.153044,509617337.888231,675488588.725928,790535312.235965,535034101.384637,588299659.045339,777089582.282338,917566496.608727,165253407.248303,234765124.351538,3075742.99368811,5675193.2794773,53279071.7408801,56798175.3761038,563390092.438669,568027158.557303,5574675261.79914,5680320370.55395,48038811853.7386,56803251115.1835
"187",587841301.059272,592689609.773195,183075781.32153,202110529.459939,330041769.557472,386625395.560494,521970596.451254,524371488.447119,1057250429.07513,1229752492.65837,538121691.087944,1148824191.60275,396986863.775417,409876905.811243,546555663.043827,562272587.309076,311600369.841876,340347088.637042,737152737.262116,1399852050.74182,706174943.105839,835550057.418306,692368087.836482,702768114.090618,481678656.880916,1342001496.96171,299970549.293518,307807799.542609,527148307.062728,530247385.999745,712341363.464085,840076335.241678,557982230.316666,616295751.207645,812032128.043011,966888516.768834,173717197.328588,247227177.596001,3205099.44713837,5921488.77977987,55587288.7095923,59264129.6213865,587841301.059272,592689609.773195,5816232732.16191,5926947897.06621,50089265313.2177,59269529410.9788
"188",613320818.920129,618389045.843792,192460532.633468,212534922.460818,343877903.996145,403040965.861351,546035469.538416,548545233.17754,1088262404.80243,1265765477.48509,552797477.652522,1185168779.09512,417160721.693324,430668482.069649,576061810.562843,592560656.693111,325358960.119506,355336342.470636,769497532.590251,1462557772.01024,734240361.982058,870339930.715669,730614228.659454,741682389.572706,500405340.809462,1397209162.11825,313928358.35493,322122849.350902,551001051.184886,554247522.313186,725684680.194714,856005416.933167,579927191.797765,640492196.591102,845832618.527442,1006847093.82162,182316374.685327,260107526.942712,3339428.04766679,6178174.15366386,57992639.7892054,61833804.3025842,613320818.920129,618389045.843792,6067969471.79881,6183945221.28467,52227755696.6762,61839505565.5732
"189",598399652.316696,603356217.411211,187280898.828959,206878553.434377,333316175.802159,391010241.655524,532059575.218976,534507363.792624,1050719034.95372,1222472902.28581,544367156.219893,1171170519.84714,403784972.731266,416872303.066833,560119533.86095,576197761.168539,312946442.954791,341801946.705574,757836641.422014,1444277070.02573,717291175.67716,851804825.628344,712394482.507171,723220570.320848,495460708.549066,1388080134.10105,304748378.21137,312716548.751686,536589048.336529,539758280.187186,722646322.58198,852501860.175912,572105646.884202,631900087.075335,838191797.212599,997780270.908903,179298701.701881,256164479.988747,3254555.52971303,6028026.22542356,56577667.2669386,60330708.1912284,598399652.316696,603356217.411211,5919858148.36817,6033615066.69897,50914479434.9413,60336202198.0531
"190",467703314.244366,471590103.486915,137890217.107693,152370058.534947,228110232.326541,268123053.132735,424230844.057328,426184434.758905,805112723.045064,937110230.224363,394228417.770814,853235939.337847,313482880.263375,323652660.993328,450942846.356079,463931321.145457,235136710.913137,256848503.357729,558189910.298249,1067216507.79759,603908398.972228,718935264.069663,598027005.880929,607672097.685645,343327801.834883,967958433.904845,237562492.555341,243792817.937098,426526702.963235,429054029.026905,529734276.11673,625441134.593101,424561571.29563,469096181.230204,664542894.724497,791585576.555491,154546076.230252,221168282.247666,2538892.69737451,4712126.87661322,44215932.1775981,47155718.2365517,467703314.244366,471590103.486915,4626405390.59267,4715936765.26843,39750418074.5565,47159403001.821
"191",431554534.67812,435151068.077564,124631749.084432,137880777.277207,205544362.553102,241982342.488513,388067251.617374,389858514.606237,762107788.48683,887330503.521029,372250234.01028,810390170.899604,284227808.949147,293455513.409,412513066.575963,424419793.968501,215142433.653961,235020298.978002,510817165.805663,978943421.20909,583752874.600367,701104931.899698,558659219.804385,567761996.965469,325566039.253272,921032816.166198,215733707.978416,221402025.721072,390380894.156037,392709071.468901,498481840.38954,589023180.939838,400514288.615394,442649533.629111,617158067.11413,735270185.994389,145828662.837421,209031139.287826,2337865.90379678,4348148.77514996,40793984.9307075,43512176.7565288,431554534.67812,435151068.077564,4268488950.16637,4351542746.19811,36647132615.5205,43515459060.1931
"192",463371958.093376,467241855.247834,136575451.282219,151092409.320163,230694715.247549,271699510.37601,414424965.251071,416339380.559042,805928300.869742,938457346.919426,400181221.466771,875546381.616799,308049747.736079,318056923.943597,439842766.047621,452543966.172914,235321390.125641,257070834.322096,558985806.412387,1073678192.29059,598596647.797098,719324481.916554,579584813.459628,589124750.65796,359279211.149465,1020083232.55365,234606049.869844,240779162.438851,417501763.593656,419999240.907107,545958373.004131,645194727.849537,431056294.399087,476443874.278044,656573467.079575,782290193.189862,147954507.769282,213013598.932969,2507031.41745223,4668666.13153322,43797523.0584575,46720899.4885254,463371958.093376,467241855.247834,4582945850.41277,4672454276.50065,39326088327.3881,46724577918.6363
"193",484228414.918405,488282390.622049,138380123.726808,153098544.860491,233853223.829033,275544492.772979,434148290.952086,436155086.020559,859428043.703457,1001072399.34829,414998276.314265,912504829.118196,319509335.853342,329894052.797677,463213078.188932,476660100.799349,242788033.494162,265233845.819011,570639399.161029,1098372607.49156,647937487.457677,780184753.631332,616195388.169838,626509263.306472,363674787.100568,1037847867.01588,240132860.534401,246457451.610555,436373087.659528,438994952.875043,556315423.166841,657567340.865249,444611236.995458,491491157.299241,693522395.010327,826542532.009925,160059520.132514,231014909.813875,2615950.36182573,4878842.49743717,45764812.0331936,48824759.6983718,484228414.918405,488282390.622049,4788846727.81079,4882861656.37447,41062547248.667,48828653865.1252
"194",508403202.499437,512710073.071197,146755154.590538,162379874.428466,253239072.74808,298730037.335846,451818166.635785,453907935.330077,899999210.137509,1049274846.87484,443181636.447933,988174279.85837,335599146.310419,346658224.150417,483826256.436377,497977661.175231,256020391.163902,279800359.100246,603669094.707624,1165983215.5726,656262082.624001,791797095.184266,630486800.506942,641122362.770309,392586861.396554,1138455054.17766,254436941.187283,261226111.09943,454940488.260659,457693894.91184,592188588.706812,701013864.710942,467118330.273865,517032155.395395,730216638.777669,870974012.593118,171743558.091838,248339542.132045,2741462.27854928,5122801.22192279,48048529.0279466,51267243.2087537,508403202.499437,512710073.071197,5024245377.32287,5127141536.42432,42812367937.6854,51271455698.4282
"195",496829473.304881,501054189.033185,140383450.299068,155336614.264111,251116171.114301,296403186.795827,434856998.65528,436876351.813718,888582331.032239,1036415692.37121,455037123.284712,1017304537.09803,324883283.293836,335608938.498676,469575542.460421,483330466.346671,248122711.73327,271182223.479242,598018776.702404,1160752306.65049,647223210.564898,781366336.564931,603060992.486955,613256291.197289,399640729.47003,1162191571.80432,245678144.074757,252295903.348018,438509338.756349,441176461.807449,590657367.997386,699359798.181466,456887122.093229,505806411.726722,722240951.001011,861524266.049257,168452014.432694,244135812.798154,2674251.47761473,5006365.42482487,46950863.3077129,50101747.4162232,496829473.304881,501054189.033185,4909045980.12224,5010581627.85229,41768465650.7087,50105855603.2802
"196",501640360.944304,505914492.947563,141470512.625547,156546864.611905,258278408.890675,304978146.196136,440500385.769225,442547351.971748,902677851.005519,1052970872.98306,460628246.992225,1033258381.87855,327847951.029133,338737424.442179,474166464.470972,488085435.557675,246746666.349872,269682876.22442,610137707.201353,1187729536.35347,645838864.090136,780071477.599787,611920387.084665,622333343.374036,408810249.060612,1191268109.49475,245442770.734901,252105042.700544,443314900.713623,446019954.535555,604800083.773753,716194724.405915,459032977.062883,508451479.084368,734977746.476696,876789581.386375,166336238.787734,241720889.632694,2697997.4075356,5054910.82866653,47401211.6509659,50587733.2675355,501640360.944304,505914492.947563,4956344009.13073,5059185207.65743,42151001245.1872,50591891910.8422
"197",503725091.583984,508027102.368659,141792684.222884,156931583.218562,255809603.698325,302202782.736669,444348119.654951,446414290.527305,917613633.328334,1070509706.68106,452345404.402377,1019190460.13802,329291288.843678,340295323.238646,476858186.012001,490876948.352136,246662663.328693,269600633.301567,605719831.843858,1185159566.93683,656022950.998871,793033391.733538,622957635.517746,633739753.850416,402303933.229119,1175672976.54222,245053283.366014,251710641.756765,446964778.434361,449700070.61812,601973310.68172,712998037.219584,462164655.161419,512040343.635045,738545939.325699,881174439.041795,166431803.105341,242152602.547298,2704476.95693204,5076026.06672018,47594043.6045316,50798985.1849565,503725091.583984,508027102.368659,4976569874.53075,5080311454.68906,42293620215.1278,50803154516.6192
"198",528980085.018038,533511968.874836,151009566.501226,167164769.741276,271190228.413314,320503018.79771,463582279.623819,465745286.338156,965196089.721552,1126146540.51282,482674606.484944,1092149313.08541,342789485.135355,354249895.472589,496841038.855525,511470467.736268,262345475.695672,286753265.888564,628091833.154082,1235160100.24667,682158826.43512,825280060.040629,651299120.888468,662604009.883103,430948655.169964,1262606788.78618,254967893.970406,261901069.746108,467685204.198111,470559266.218729,629603193.611394,745811645.354468,486527287.27906,539169121.483566,758914711.683351,905699173.174199,180429769.512994,262677534.307411,2835285.0133083,5330558.03697222,49976536.8345847,53347195.8203439,528980085.018038,533511968.874836,5225365043.5049,5335163112.98506,44354780972.7492,53351674099.603
"199",525298718.127777,529807077.860844,148049746.012224,163899133.694351,268430276.832186,317321308.078785,462948922.860064,465199840.107541,958705715.638752,1124509116.05558,475428194.792681,1079259075.45261,344512469.797384,356752691.541312,498055552.605758,513554671.854751,257461178.145064,282734391.214887,618934165.631999,1224857310.31366,676959535.998475,819167555.370383,651980074.98378,663463471.408311,416226128.871512,1241134160.0549,253670279.480552,260859397.017279,466000837.019976,468871522.211039,615461154.180807,735955845.100561,474319306.415122,529133676.23544,755927458.216727,911295213.757325,177380927.495733,258384891.223045,2811413.06732337,5293570.6124598,49624368.8482343,52976757.8320728,525298718.127777,529807077.860844,5188803005.08658,5298113616.76275,44027491411.9419,52981178629.6835
"200",510726465.667744,515117681.526839,141313485.990665,156450811.112726,255530421.087784,302146185.288441,449294061.884332,451482827.405892,941097832.738081,1104144127.26465,463152341.660579,1053884267.55002,335031555.255903,346962950.816657,485827748.071089,500978622.483635,247842340.737869,272228476.696417,597032467.74343,1186751847.03562,672214015.721785,813847815.653521,636055029.972333,647556199.155775,403498828.661958,1206521507.96037,246262015.801436,253253743.970969,452327240.102128,455124854.997269,600488204.418347,718285346.993203,464220073.075785,517980139.743082,741755397.367627,894464075.73593,170077802.103199,248108616.306903,2728616.15817046,5146863.36271067,48243309.9208403,51507977.4821099,510726465.667744,515117681.526839,5044683443.14125,5151217976.01112,42789052268.2888,51512220441.144
"201",531870666.656718,536454829.888587,147739107.598769,163571031.048973,265700399.007117,314246505.664638,469540147.679893,471832292.653608,974194300.281573,1143156188.9055,471913613.125087,1077654187.77206,351384754.033839,363912457.650419,511202487.033432,527162600.570453,259891616.933789,285485721.349267,621888512.502426,1240453113.24552,689591189.605995,835688562.059968,662750481.316645,674785419.406613,416390004.155941,1249680426.69267,259786612.815963,267167111.78946,471703704.322175,474631612.077353,618536643.257536,740724577.147091,480431963.641515,536164988.978375,768661508.728313,927130864.308679,177750574.714308,259605467.659698,2836933.29823244,5359980.45412816,50236628.9810177,53641473.0737783,531870666.656718,536454829.888587,5253057830.94128,5364591847.5173,44520073364.8745,53645961482.7065
"202",542652988.344945,547338841.912538,150183274.467842,166284882.415528,265139644.417019,313678245.89265,482005865.869276,484360516.68298,1003309615.50586,1177528975.19189,470146339.637535,1076272545.46959,356922546.477187,369651125.545612,523048321.795535,539387595.172597,261806717.09503,287608055.817963,629796755.917003,1262356091.43293,701962365.411659,851209026.515575,681118144.257324,693821535.452485,415577932.908282,1250449710.75444,262591808.93258,270071534.784708,485325176.901437,488346991.038064,629423320.275995,753889668.685842,487335333.937588,543957485.51095,791724881.028835,955095410.619878,183318810.601237,268103220.664041,2892477.86038199,5468716.6037452,51250862.6541841,54729785.1463766,542652988.344945,547338841.912538,5359289297.75491,5473432903.31002,45399038833.106,54734373038.3904
"203",533852278.208855,538477379.161739,146708853.825207,162557959.281012,257668445.668685,304944769.421239,475645606.131423,477979159.47963,989462453.426973,1161533081.46444,456611908.662577,1049099995.62095,349179075.445582,361666262.608852,514433271.907871,530570668.42124,255822291.019838,281043532.693854,617600320.71753,1248287601.64219,688137315.928183,838191751.059505,672102233.666954,684868287.59029,402828197.635992,1215823317.70189,257184105.116935,264532171.5122,478511735.326566,481533300.307052,623042471.144357,747018445.709994,480269836.752445,536128152.052373,785804477.007366,948057937.196622,179060529.007274,262345258.242649,2840624.34291278,5380220.3426648,50415883.9579384,53843743.2459616,533852278.208855,538477379.161739,5271590642.13531,5384817107.05662,44598228495.2282,53848213951.3898
"204",544286423.396845,549019009.559714,151005113.84218,167345417.553194,268997816.069373,318496617.805597,484178830.10745,486565815.778391,996988140.138309,1170681189.06902,469418020.894362,1083458837.18939,358793667.971478,371641402.457943,528088885.416651,544665539.895369,263705345.825974,289729761.775975,616888401.531424,1254407506.71277,695189215.689833,848946934.83995,681757373.495517,694956495.815348,417847549.07394,1267125130.46492,263799540.187929,271363499.388864,489075506.089238,492185004.96699,635004464.423703,761553146.51168,479233173.577211,535155571.208549,800077701.030618,965514338.850549,183093086.649536,268663191.7685,2891261.77502463,5485495.37349705,51397708.4289728,54897780.8877453,544286423.396845,549019009.559714,5373689279.79037,5490234791.39036,45393627753.3043,54902392147.1165
"205",580785556.568796,585854159.417494,163285391.899548,181004107.853314,290352445.270498,343997161.888864,518481231.0137,521047642.32291,1071518942.75745,1258809006.40043,486592833.009951,1131842175.07255,384760991.097236,398565414.501675,566764921.966626,584587719.977843,281931236.923251,309783489.381844,657983463.313738,1343232383.35754,713134599.628208,873714547.176515,722390138.56454,737076807.58025,434416192.008951,1327632631.83404,282424150.337475,290552753.240611,524120703.144741,527469183.197275,680640961.835553,816630035.576128,512644561.29689,573094565.310412,851625303.620494,1028332795.81947,197047889.576755,289593392.322061,3080518.08427696,5853435.81633114,54841055.5317141,58580923.8780039,580785556.568796,585854159.417494,5732925182.04144,5858590248.263,48347200328.8749,58585950570.6856
"206",568917788.234422,573908406.047839,158591951.597062,175877362.285049,287376567.060847,340779383.164474,504166884.467312,506667669.043543,1055279585.47074,1240492713.42465,487562718.581856,1151239244.75948,376277156.497684,389806554.611656,554421358.851194,571913316.145514,273032861.268218,300146914.812624,649005264.407687,1332536314.97107,704443989.038493,864882910.089501,704591017.291897,719152082.998929,433713997.721023,1339753487.0121,275076025.171816,283004664.432651,509729983.028064,513011340.492746,672089218.406803,807941623.683651,505676159.943786,566186231.355833,847362306.633725,1024335690.11555,191714379.025671,282384028.692469,3012827.7514265,5734091.82805762,53717300.5131338,57386447.5200276,568917788.234422,573908406.047839,5614146794.17299,5739131602.57058,47228472328.0797,57391363008.5546
"207",581605229.654848,586715610.04285,160015602.868014,177497443.87115,291207679.053093,345427035.427862,515889922.216616,518450453.001468,1079977545.85817,1269636571.95075,494853110.266273,1170738178.60037,386086528.888891,399972230.311718,573413936.525998,591512572.88664,277383692.629688,304939412.43104,670598737.114405,1384062282.41651,720226838.214469,885032701.407036,717308954.904172,732166525.43225,447109408.754667,1384039013.55297,282425052.053085,290570592.596144,521612555.280878,524979004.499898,698497409.672597,839729281.517949,516906630.542822,578841465.888901,875484308.406059,1058361013.52685,193216173.882438,285247467.571586,3078058.41347099,5862009.21681271,54911019.5359252,58667021.3948124,581605229.654848,586715610.04285,5739106171.64233,5867205013.69612,48260020381.504,58672098490.8056
"208",610367296.070274,615747461.099707,168150317.375227,186582134.872663,307794379.30225,365289398.824839,541259660.810181,543960281.54447,1121245750.01533,1318262916.9202,513541629.481534,1217766546.77973,405153947.222928,419733131.376019,604227962.035973,623400950.366094,290557148.703073,319463285.544954,697862045.360476,1445458960.12348,747593896.601369,919449550.002729,751449511.50439,767312675.880404,471306156.344238,1462125297.01744,298755046.691976,307377948.921434,547327368.553166,550890268.283889,730590364.670345,878455309.935953,535362635.67609,599582432.275764,918095040.669499,1110778579.10724,200551498.060282,296659315.133243,3225344.51861081,6151966.16849126,57623056.3495238,61569873.5938044,610367296.070274,615747461.099707,6021965867.94207,6157526793.33969,50569625323.897,61575319614.7177
"209",636792804.078463,642415460.245572,176078929.773927,195452615.614371,330837432.897525,392696643.560263,563958832.031921,566777205.725419,1162126965.07824,1366472668.1987,528914060.101904,1255882748.63556,424723304.705975,440016957.257215,633490204.982595,653595013.920285,303451881.892103,333645286.603641,728861159.334994,1515798436.37921,775760196.817,954542811.35794,783331159.85562,800207554.627067,495597373.575337,1539497717.66467,313306412.697284,322355210.565393,570809283.344631,574530441.220836,762354496.854047,916761858.655984,552968354.269976,619363463.30865,964694147.325067,1167647602.83433,208514933.995806,309028209.279295,3360254.7244426,6418319.6308545,60113742.6180322,64236387.2847733,636792804.078463,642415460.245572,6282344051.88581,6424209847.2302,52729967124.8213,64242153227.9904
"210",633144892.463522,638753276.709251,172086512.064677,191091687.796529,317672989.039534,377373735.236189,561553298.068164,564368632.704594,1161635673.42752,1366399945.01063,529897193.192346,1260976383.39896,420185326.217124,435344904.691793,627035125.261354,646973079.098478,298330761.297679,328050589.369684,725398485.557999,1513366862.60942,789037178.934237,972798237.168079,788757916.205992,806286775.249223,482884941.279292,1506103300.62492,310192973.925526,319165183.245794,565697466.109723,569417576.486488,758059371.645037,911834326.040669,552818062.306235,619243248.742673,965705112.773225,1169006894.59506,205477487.245419,304919339.562777,3336193.62081792,6381746.35026763,59765821.742716,63870211.8982624,633144892.463522,638753276.709251,6245347209.65889,6387587505.31835,52347078827.5235,63875929302.4415
